Exemption Number,Manufacturer Registration Number,Manufacturer Name,Report ID,Date of Event,Manufacturer Aware Date,Event Type,Device Problem Codes,Report Year,Report Quarter,Initial Report Flag,Device ID,Product Code,Brand Name,Model Number,Catalog Number,Implant Available for Evaluation,Implant Returned to Manufacturer
2013011,9617229,ALLERGAN,1746768.S1,NI,12/21/2018,IN,3189,2019,1,S,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF120-295,1,1
2013011,9617229,ALLERGAN,1747697.S1,1/1/2017,12/27/2018,IN,1546,2019,1,S,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM125-320,1,1
2013011,9617229,ALLERGAN,1747720.S1,NI,12/27/2018,IN,2682,2019,1,S,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,27-FX105-245,1,1
2013011,9617229,ALLERGAN,1747721.S1,NI,12/27/2018,IN,2682,2019,1,S,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,27-FX105-245,1,1
2013011,9617229,ALLERGAN,1748227.S1,NI,12/28/2018,IN,2682,2019,1,S,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,N-27-FX120-360,1,1
2013011,9617229,ALLERGAN,1748228.S1,NI,12/28/2018,IN,2682,2019,1,S,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM120-310,1,1
2013011,9617229,ALLERGAN,1748429.S1,NI,12/28/2018,IN,1546,2019,1,S,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF100-165,1,1
2013011,9617229,ALLERGAN,1749310.S1,12/15/2018,12/27/2018,IN,1546,2019,1,S,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,27-MX115-290,1,1
2013011,9617229,ALLERGAN,1749311.S1,12/15/2018,12/27/2018,IN,1546,2019,1,S,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,27-MX115-290,1,1
2013011,9617229,ALLERGAN,1749984,10/1/2018,1/4/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,27-FF140-535,1,1
2013011,9617229,ALLERGAN,1749994,10/15/2018,1/2/2019,IN,3189,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX120-325,1,1
2013011,9617229,ALLERGAN,1749999.S1,NI,12/31/2018,IN,1546,2019,1,S,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,27-LF115-240,1,1
2013011,9617229,ALLERGAN,1750631,12/11/2018,1/3/2019,IN,1546,2019,1,I,410LX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LX,N-27-LX155-625,1,1
2013011,9617229,ALLERGAN,1751171,NI,1/8/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX125-370,1,1
2013011,9617229,ALLERGAN,1751263,11/11/2018,1/8/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,27-MX145-550,1,1
2013011,9617229,ALLERGAN,1751286,11/19/2018,1/8/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX130-410,1,1
2013011,9617229,ALLERGAN,1751332,12/12/2018,1/8/2019,IN,1546;1395,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410335,1,1
2013011,9617229,ALLERGAN,1752036,7/15/2018,1/8/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX115-290,1,1
2013011,9617229,ALLERGAN,1752627,NI,1/9/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410320,1,1
2013011,9617229,ALLERGAN,1752666,NI,1/10/2019,IN,1546,2019,1,I,410ML,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410ML,N-27-ML110-170,1,1
2013011,9617229,ALLERGAN,1753169,10/11/2018,1/7/2019,IN,1546,2019,1,I,410LM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LM,LM-410320,1,1
2013011,9617229,ALLERGAN,1753657,1/11/2019,1/11/2019,IN,2682,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,LF-410270,1,1
2013011,9617229,ALLERGAN,1754215,10/5/2018,1/11/2019,IN,1546;2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410245,1,1
2013011,9617229,ALLERGAN,1754275,NI,1/11/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF120-295,1,1
2013011,9617229,ALLERGAN,1754555,1/1/2018,1/14/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF115-255,1,1
2013011,9617229,ALLERGAN,1755064,8/15/2017,1/14/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,1,1
2013011,9617229,ALLERGAN,1755066,6/15/2018,1/14/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF115-255,1,1
2013011,9617229,ALLERGAN,1755067,6/15/2018,1/14/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF115-255,1,1
2013011,9617229,ALLERGAN,1755259,11/15/2018,1/8/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,N-27-FF110-255,1,1
2013011,9617229,ALLERGAN,1755437,1/14/2019,1/15/2019,M,2976,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410375,1,1
2013011,9617229,ALLERGAN,1755438,1/14/2019,1/22/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410375,1,1
2013011,9617229,ALLERGAN,1755835,12/26/2018,1/9/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,N-27-MM140-450,1,1
2013011,9617229,ALLERGAN,1756077,10/15/2018,1/16/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX125-370,1,1
2013011,9617229,ALLERGAN,1756141,NI,1/11/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF140-470,1,1
2013011,9617229,ALLERGAN,1756499,NI,1/16/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF115-255,1,1
2013011,9617229,ALLERGAN,1756500,NI,1/16/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,1,1
2013011,9617229,ALLERGAN,1756501,NI,1/16/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,1,1
2013011,9617229,ALLERGAN,1756502,10/15/2018,1/16/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM125-350,1,1
2013011,9617229,ALLERGAN,1757256,12/31/2018,1/17/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,MX-410290,1,1
2013011,9617229,ALLERGAN,1757258,12/31/2018,1/17/2019,IN,2682,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,MX-410290,1,1
2013011,9617229,ALLERGAN,1757697,12/12/2018,1/15/2019,IN,1546,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,N-27-LF110-205,1,1
2013011,9617229,ALLERGAN,1757769,12/19/2018,1/14/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,N-27-FF125-375,1,1
2013011,9617229,ALLERGAN,1758232,3/15/2018,1/17/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF115-255,1,1
2013011,9617229,ALLERGAN,1758233,3/15/2018,1/17/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,UNK Style 410MF,1,1
2013011,9617229,ALLERGAN,1758255,12/18/2018,1/16/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,N-27-FF140-535,1,1
2013011,9617229,ALLERGAN,1758277,1/3/2019,2/1/2019,IN,1395,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF125-335,1,1
2013011,9617229,ALLERGAN,1758666,2/8/2018,1/22/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF120-295,1,1
2013011,9617229,ALLERGAN,1758707,1/21/2019,1/22/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF120-295,1,1
2013011,9617229,ALLERGAN,1759318,NI,1/11/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX115-290,1,1
2013011,9617229,ALLERGAN,1759427,11/22/2018,1/23/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF115-255,1,1
2013011,9617229,ALLERGAN,1760755,NI,1/24/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410595,1,1
2013011,9617229,ALLERGAN,1760756,NI,1/24/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410595,1,1
2013011,9617229,ALLERGAN,1761254,6/15/2017,2/1/2019,IN,2682,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,27-LF120-270,1,1
2013011,9617229,ALLERGAN,1761535,NI,1/24/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410320,1,1
2013011,9617229,ALLERGAN,1761540,NI,1/24/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410320,1,1
2013011,9617229,ALLERGAN,1762524,NI,1/28/2019,IN,1546;2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410425,1,1
2013011,9617229,ALLERGAN,1762836,1/24/2019,1/25/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX125-370,1,1
2013011,9617229,ALLERGAN,1763099,1/17/2019,1/22/2019,IN,1546;2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM115-270,1,1
2013011,9617229,ALLERGAN,1763100,1/17/2019,1/22/2019,IN,1546;2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM125-320,1,1
2013011,9617229,ALLERGAN,1763168,10/2/2018,1/29/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410425,1,1
2013011,9617229,ALLERGAN,1763179,12/18/2018,1/29/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,MF-410335,1,1
2013011,9617229,ALLERGAN,1763994,NI,1/28/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,27-MX125-370,1,1
2013011,9617229,ALLERGAN,1764056,10/15/2018,1/30/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX120-325,1,1
2013011,9617229,ALLERGAN,1765751,NI,2/1/2019,IN,3189,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX125-370,1,1
2013011,9617229,ALLERGAN,1765753,NI,2/1/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX120-325,1,1
2013011,9617229,ALLERGAN,1765808,1/1/2018,1/28/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX120-325,1,1
2013011,9617229,ALLERGAN,1768144,12/21/2015,2/6/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM125-320,1,1
2013011,9617229,ALLERGAN,1768145,12/21/2015,2/6/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM130-360,1,1
2013011,9617229,ALLERGAN,1768277,NI,2/6/2019,IN,1546;2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM120-310,1,1
2013011,9617229,ALLERGAN,1768280,NI,2/6/2019,IN,1546,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,27-FM120-310,1,1
2013011,9617229,ALLERGAN,1768759,NI,2/6/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX140-520,1,1
2013011,9617229,ALLERGAN,1768900,2/6/2019,2/7/2019,IN,2682;1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410595,1,1
2013011,9617229,ALLERGAN,1768904,2/6/2019,2/7/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410595,1,1
2013011,9617229,ALLERGAN,1769282,12/4/2018,2/6/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF130-375,1,1
2013011,9617229,ALLERGAN,1769283,12/4/2018,2/6/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,1,1
2013011,9617229,ALLERGAN,1769618,2/1/2019,2/8/2019,IN,1546,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,FM-410310,1,1
2013011,9617229,ALLERGAN,1770147,2/8/2019,2/8/2019,IN,1546,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410495,1,1
2013011,9617229,ALLERGAN,1770500,12/21/2018,2/11/2019,IN,1546,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,FM-410310,1,1
2013011,9617229,ALLERGAN,1770916,12/22/2018,2/11/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,N-27-MM120-280,1,1
2013011,9617229,ALLERGAN,1771339,2/12/2019,2/12/2019,IN,1546,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410615,1,1
2013011,9617229,ALLERGAN,1771468,10/15/2018,2/8/2019,IN,1546,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,27-MF110-225,1,1
2013011,9617229,ALLERGAN,1772735,1/1/2017,2/14/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX135-445,1,1
2013011,9617229,ALLERGAN,1773425,NI,2/14/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,1,1
2013011,9617229,ALLERGAN,1773426,NI,2/14/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF125-335,1,1
2013011,9617229,ALLERGAN,1773427,NI,2/14/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF120-295,1,1
2013011,9617229,ALLERGAN,1773428,NI,2/14/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF115-255,1,1
2013011,9617229,ALLERGAN,1773463,2/15/2017,2/13/2019,IN,1546,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,27-FX135-495,1,1
2013011,9617229,ALLERGAN,1774330,1/1/2018,2/18/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX135-445,1,1
2013011,9617229,ALLERGAN,1774640,9/25/2018,2/18/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF130-375,1,1
2013011,9617229,ALLERGAN,1774641,9/25/2018,2/18/2019,IN,3189,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF130-375,1,1
2013011,9617229,ALLERGAN,1774775,2/18/2019,2/19/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX125-370,1,1
2013011,9617229,ALLERGAN,1774777,2/18/2019,2/19/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX125-370,1,1
2013011,9617229,ALLERGAN,1777059,NI,2/21/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM120-310,1,1
2013011,9617229,ALLERGAN,1777060,NI,2/21/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,N-27-FF120-335,1,1
2013011,9617229,ALLERGAN,1777093,11/18/2018,2/18/2019,IN,2682;1546,2019,1,I,410LL,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LL,N-27-LL120-210,1,1
2013011,9617229,ALLERGAN,1777259,11/15/2017,2/19/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF120-295,1,1
2013011,9617229,ALLERGAN,1777261,11/15/2017,2/19/2019,IN,2682,2019,1,I,410MF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MF,N-27-MF120-295,1,1
2013011,9617229,ALLERGAN,1777727,NI,2/21/2019,IN,2682,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,MM-410320,1,1
2013011,9617229,ALLERGAN,1859476,4/3/2018,2/19/2019,IN,1546,2019,1,I,410LF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410LF,N-27-LF120-270,1,1
2013011,9617229,ALLERGAN,1860625,1/20/2019,2/25/2019,IN,1546,2019,1,I,410MM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MM,27-MM105-185,1,1
2013011,9617229,ALLERGAN,1862268,2/18/2019,2/28/2019,IN,1546,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,27-FX135-495,1,1
2013011,9617229,ALLERGAN,1863841,NI,2/28/2019,IN,1546,2019,1,I,410,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410,UNK Style 410,1,1
2013011,9617229,ALLERGAN,1864000,NI,3/4/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM115-270,1,1
2013011,9617229,ALLERGAN,1864003,NI,3/18/2019,IN,2682,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,N-27-FM115-270,1,1
2013011,9617229,ALLERGAN,1864621,8/1/2018,3/4/2019,IN,2682;1546,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,N-27-FX130-450,1,1
2013011,9617229,ALLERGAN,1866373,2/14/2019,3/5/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,27-MX130-410,1,1
2013011,9617229,ALLERGAN,1866621,8/15/2018,3/7/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX125-370,1,1
2013011,9617229,ALLERGAN,1866645,1/25/2019,3/7/2019,IN,1546,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410595,1,1
2013011,9617229,ALLERGAN,1866656,NI,3/6/2019,IN,3189,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410560,1,1
2013011,9617229,ALLERGAN,1867730,3/7/2019,3/8/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410375,1,1
2013011,9617229,ALLERGAN,1867733,3/7/2019,3/8/2019,IN,2682,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410375,1,1
2013011,9617229,ALLERGAN,1869579,NI,3/8/2019,IN,1546,2019,1,I,410MX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410MX,N-27-MX115-290,1,1
2013011,9617229,ALLERGAN,1869765,3/12/2019,3/13/2019,IN,1546,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410315,1,1
2013011,9617229,ALLERGAN,1869769,3/12/2019,3/13/2019,IN,1546,2019,1,I,410FX,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FX,FX-410315,1,1
2013011,9617229,ALLERGAN,1874477,3/12/2019,3/19/2019,IN,3189,2019,1,I,410FF,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FF,FF-410535,1,1
2013011,9617229,ALLERGAN,1874701,NI,3/13/2019,IN,1546,2019,1,I,410FM,FTR,Style 410 Cohesive Silicone Gel Filled Breast Implant,410FM,FM-410270,1,1
2014013,1651189,SIENTRA,1651189-2019-00004,1/3/2019,1/3/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-625MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00005,4/4/2019,1/3/2019,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-385MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00006,1/2/2019,1/2/2019,IN,2203,2019,1,I,10621-XXXHP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-415HP,1,1
2014013,1651189,SIENTRA,1651189-2019-00017,11/14/2018,1/21/2019,IN,2203,2019,1,I,20721-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20721,20721-485MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00018,11/14/2018,1/21/2019,IN,2203,2019,1,I,20721-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20721,20721-485MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00020,1/10/2019,1/10/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-325MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00021,1/16/2019,1/16/2019,IN,2203,2019,1,I,10521-XXXU,FTR,Sientra Silicone Gel Breast Implants,10521,10521-355U,1,1
2014013,1651189,SIENTRA,1651189-2019-00022,1/4/2019,1/4/2019,IN,2203,2019,1,I,20610-XXXLP,FTR,Sientra Silicone Gel Breast Implants,20610,20610-250LP,1,1
2014013,1651189,SIENTRA,1651189-2019-00025,1/4/2019,1/21/2019,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-355MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00027,12/5/2018,12/7/2018,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-325MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00028,12/19/2018,1/15/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-355MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00030,1/16/2019,1/23/2019,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-355MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00031,12/1/2018,1/22/2019,IN,2203,2019,1,I,10512-XXXU,FTR,Sientra Silicone Gel Breast Implants,10512,10512-420U,1,1
2014013,1651189,SIENTRA,1651189-2019-00032,12/1/2018,1/22/2019,IN,2203,2019,1,I,10512-XXXU,FTR,Sientra Silicone Gel Breast Implants,10512,10512-420U,1,1
2014013,1651189,SIENTRA,1651189-2019-00036,1/21/2019,1/23/2019,IN,2203,2019,1,I,10521-XXXHP,FTR,Sientra Silicone Gel Breast Implants,10521,10521-455U,1,1
2014013,1651189,SIENTRA,1651189-2019-00060,2/7/2019,2/12/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-255MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00068,1/7/2019,2/14/2019,IN,2203,2019,1,I,10512-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10512,10512-380MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00069,1/7/2019,2/14/2019,IN,2203,2019,1,I,10512-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10512,10512-380MP,1,1
2014013,1651189,SIENTRA,1651189-2019-00070,2/13/2019,2/13/2019,IN,2203,2019,1,I,20621-XXXHP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-440HP,1,1
2014013,1651189,SIENTRA,1651189-2019-00078,2/20/2019,2/20/2019,IN,2203,2019,1,I,20621-XXXHP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-565HP,1,1
2014013,1651189,SIENTRA,1651189-2019-00086,2/4/2019,2/27/2019,IN,2203,2019,1,I,20621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,20621,20621-330HP,1,1
2014013,1651189,SIENTRA,1651189-2019-00126,1/15/2019,1/15/2019,IN,2203,2019,1,I,10621-XXXMP,FTR,Sientra Silicone Gel Breast Implants,10621,10621-355MP,1,1
2007003,1645337,MENTOR,IP-00433504.S,12/31/2009,1/28/2019,IN,2993,2019,1,S,3506004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506004BC,7,2
2007003,1645337,MENTOR,IP-00222145.S,4/1/2018,3/12/2019,IN,1546,2019,1,S,3507450BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Profile,,3507450BC,7,2
2007003,1645337,MENTOR,IP-00356083.S,11/15/2015,1/31/2019,IN,1546,2019,1,S,3503001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503001BC,7,2
2007003,1645337,MENTOR,IP-00434934.S,6/1/2018,1/20/2019,IN,1546,2019,1,S,3543501,FTR,,,3543501,7,2
